Character Name,Height,Weight,Bust,Waist,Hip,Gender,Eye Color,Hair Color,Hair Length,Apparent Age,Animal Ears,
Shuuka Nakoso,,,,,,Female ,Purple ,Black ,To Waist ,Adult ,No ,
Diana Ur Ellis Cur...,,,,,,Female ,Green ,Brown ,Past Waist ,Adult ,No ,
Ayaka Kitamikado,,,,,,Female ,Purple ,Blue ,To Chest ,Teen ,No ,
Fine Forté,,,,,,Female ,Yellow ,Pink ,Past Waist ,Adult ,No ,
Adrea,,,,,,Female ,Black ,Brown ,To Shoulders ,Teen ,No ,
Hornet,,,,,,Female ,Blue ,Brown ,To Neck ,Adult ,Animal ,
Rina Amagi,,,,,,Female ,Purple ,Brown ,To Chest ,Teen ,No ,
Lilie,,,,,,Female ,Brown ,Brown ,To Chest ,Teen ,No ,
Yuna Kuratsuki,,,,,,Female ,Yellow ,Blonde ,To Chest ,Teen ,No ,
"Fenrir, the Prince...",,,,,,Female ,Black ,Black ,Past Waist ,Adult ,No 
Mrs. Otterton,,,,,,Female ,Green ,Brown ,No Hair ,Adult ,Yes ,
Yoshine Tokugawa,,,,,,Female ,Blue ,Red ,Past Waist ,Teen ,No ,
Yuuichi Shiina,,,,,,Female ,Black ,Blonde ,To Chest ,Adult ,No ,
Reginleif,,,,,,Female ,Green ,Black ,To Neck ,Teen ,No ,
Homura Shishimaru,150cm,,,,,Female ,Red ,Orange ,To Waist ,Teen ,No ,
Tommy's Mother,,,,,,Female ,Black ,Red ,To Shoulders ,Adult ,No ,
Fire Lily,,,,,,Female ,Blue ,White ,To Waist ,Teen ,No ,
Rio Takizawa,,,,,,Female ,Purple ,Purple ,To Waist ,Teen ,No ,
Rommy,,,,,,Female ,Red ,Red ,To Chest ,Teen ,No ,
Hilda Borellius,,,,,,Female ,Gray ,White ,To Waist ,Adult ,No ,
Ayaka Sakurai,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Goddess,,,,,,Female ,Yellow ,Blonde ,Past Waist ,Adult ,No ,
Good-looking Guy's...,,,,,,Female ,Pink ,Brown ,To Neck ,Adult ,No ,
Waka Hiura,,,,,,Female ,Green ,Blue ,To Neck ,Teen ,No ,
Royal Houjou,168cm,,83cm,57cm,84cm,Female ,Green ,Blonde ,To Neck ,Adult ,No ,
Rinpu Kanagi,,,,,,Female ,Orange ,Black ,To Neck ,Teen ,No ,
Jacqueline Stramp,,,,,,Female ,Brown ,Gray ,To Neck ,Adult ,No ,
Rangiku Ayawatari,,,,,,Female ,Brown ,Black ,To Chest ,Teen ,No ,
Jae Eun,,,,,,Female ,Yellow ,Pink ,To Shoulders ,Teen ,No ,
Fumi Yumeooji,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Sawara Yoshizumi,,,,,,Female ,Orange ,Purple ,To Shoulders ,Adult ,No ,
Yuuka Shinomiya,,,,,,Female ,Red ,Brown ,To Neck ,Teen ,No ,
Wakaba Nijou,,,,,,Female ,Black ,Brown ,To Neck ,Teen ,No ,
Projekt Melody,,,,,,Female ,Blue ,Purple ,To Shoulders ,Adult ,No ,
Shiori Kusakabe,,,,,,Female ,Blue ,Pink ,To Neck ,Teen ,No ,
Fillo,,,,,,Female ,Yellow ,Green ,Past Waist ,Adult ,No ,
Liu Ing,,,,,,Female ,Brown ,Black ,To Ears ,Teen ,No ,
Yoshie Izumi,,,,,,Female ,Black ,Brown ,To Shoulders ,Adult ,No ,
Beary,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Sari,,,,,,Female ,Yellow ,White ,To Neck ,Teen ,No ,
Zhuo Dong,,,,,,Female ,Pink ,Green ,Past Waist ,Teen ,No ,
Liona ,,,,,,Female ,Yellow ,Green ,Past Waist ,Teen ,No ,
Juri Tendou,,,,,,Female ,Green ,Red ,To Shoulders ,Teen ,No ,
Kim So-Yeon,,,,,,Female ,Green ,Black ,To Chest ,Teen ,No ,
Litee,,,,,,Female ,Yellow ,Green ,To Neck ,Teen ,No ,
Menow,,,,,,Female ,Red ,Black ,To Ears ,Adult ,No ,
Mizuumi Nanase,,,,,,Female ,Green ,White ,To Shoulders ,Teen ,No ,
Dragon Knight,,,,,,Female ,Green ,Purple ,To Waist ,Adult ,Elf ,
Juneira,,,,,,Female ,Red ,Purple ,To Neck ,Adult ,No ,
Satomi Minegishi,,,,,,Female ,Blue ,White ,To Waist ,Adult ,No ,
Nadya,,,,,,Female ,Green ,Blonde ,To Neck ,Teen ,No ,
Kaoru Tsukigase,,,89cm,59cm,88cm,Female ,Blue ,Blue ,To Shoulders ,Teen ,No ,
Yukari Itou,,,,,,Female ,Red ,Gray ,Past Waist ,Teen ,No ,
Fuyutsuki-san,154cm,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Sariphi,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Koine Kazuma,,,,,,Female ,Blue ,Purple ,To Shoulders ,Adult ,No ,
Takane Miyagawa,,,,,,Female ,Purple ,Blonde ,Past Waist ,Teen ,No ,
Yuzuki Sakurai,,,83cm,55cm,84cm,Female ,Red ,Brown ,To Waist ,Teen ,No ,
Tyrah,,,,,,Female ,Red ,Black ,Past Waist ,Teen ,No ,
Ininia,,,,,,Female ,Purple ,Blonde ,Hair Up / Indeterminate ,Teen ,No ,
Yoshiko Takahashi,,,,,,Female ,Black ,Brown ,To Shoulders ,Teen ,No ,
Kino Kurihayashi,,,,,,Female ,Green ,Pink ,To Neck ,Teen ,No ,
Miel Falke,,,,,,Female ,Green ,Blonde ,To Chest ,Adult ,No ,
Miyako Goshiki,,,,,,Female ,Green ,Blonde ,To Ears ,Adult ,No ,
Chromeria,,,,,,Female ,Blue / Green ,Red ,Past Waist ,Adult ,No ,
Noa Hiiragi,,,,,,Female ,Purple ,Purple ,To Ears ,Adult ,No ,
Maya Segawa,,,,,,Female ,Yellow ,Brown ,To Ears ,Adult ,No ,
Mari Akamine,,,,,,Female ,Purple ,Blonde ,To Waist ,Adult ,No ,
Ha-Neul Park ,,,,,,Female ,Black ,Black ,To Shoulders ,Teen ,No ,
Almo Blueberry,,,,,,Female ,Blue ,Purple ,To Shoulders ,Teen ,No ,
Allen Sugasano,,,,,,Female ,Red ,Red ,To Ears ,Adult ,No ,
Wilbell Voll-Erslied,,,,,,Female ,Red ,Orange ,Past Waist ,Teen ,No ,
Helena Kujou,,,,,,Female ,Yellow ,Blue ,Past Waist ,Teen ,No ,
Nanami Shinobe,,,,,,Female ,Yellow ,Black ,Past Waist ,Teen ,No ,
Inori Asama,,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Chachako Koya,,,,,,Female ,Green ,Brown ,To Neck ,Teen ,Animal ,
Namika Ishihara,,,,,,Female ,Brown ,Blue ,To Chest ,Teen ,No ,
Mizuna,,,,,,Female ,Purple ,Blonde ,To Waist ,Adult ,No ,
Ritsuko Manabe,,,,,,Female ,Blue / Green ,Blue ,To Ears ,Adult ,No ,
Yuki Homura,,,,,,Female ,Green ,Red ,To Ears ,Adult ,No ,
Sayaka Usami,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Hikari Gi Inaho,,,,,,Female ,Yellow ,Gray ,To Chest ,Teen ,No ,
Mariko Sakakibara,,,,,,Female ,Orange ,Gray ,To Waist ,Adult ,No ,
Yuri Kagami,,,,,,Female ,Green ,Purple ,To Shoulders ,Adult ,No ,
Paretto,,,,,,Female ,Blue ,Blonde ,To Neck ,Teen ,No ,
Sakura Hazakura,,,,,,Female ,Pink ,Purple ,To Chest ,Teen ,No ,
Naho Okuyama,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Aruha Itsumu,,,,,,Female ,Pink ,Brown ,To Shoulders ,Teen ,No ,
Cynthia Marguerite,,,,,,Female ,Not Visible ,Blonde ,Past Waist ,Teen ,No ,
Ruu Narita,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Sakiko Oosuga,,,,,,Female ,Red ,Gray ,To Ears ,Teen ,No ,
Dark Washu,,,,,,Female ,Pink ,White ,Past Waist ,Teen ,No ,
Mika Kugayama,,,,,,Female ,Green ,Green ,To Shoulders ,Teen ,No ,
Justine Emma Genev...,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Mina Minato,,,,,,Female ,Red ,Green ,Past Waist ,Teen ,No ,
Fuuko Ouji,,,,,,Female ,Purple ,Blonde ,To Neck ,Teen ,No ,
Hayashi,,,,,,Female ,Brown ,Blonde ,To Chest ,Teen ,No ,
Zezurom,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Haruka Yashiki,,,,,,Female ,Purple ,Blue ,Past Waist ,Teen ,No ,
Tanako Kujirai,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Harukaptora VII,,,,,,Female ,Red ,Green ,Past Waist ,Adult ,No ,
Yayoi Takatsuki,154cm,44kg,87cm,56cm,82cm,Female ,Blue ,Orange ,To Neck ,Teen ,No ,
Kagami Konoe,,,,,,Female ,Blue ,Purple ,To Waist ,Adult ,No ,
Sakurako Saman,,,,,,Female ,Red ,Maroon ,Past Waist ,Adult ,No ,
Luna Edomae,,,,,,Female ,Pink ,Pink ,To Shoulders ,Teen ,No ,
Ginko Kurosaki,,,,,,Female ,Purple ,Purple ,To Shoulders ,Teen ,No ,
Natsuki Hayase,,,,,,Female ,Purple ,Pink ,To Waist ,Teen ,No ,
Kan'u,,,,,,Female ,Green ,Brown ,To Waist ,Teen ,Animal ,
Youko Kohoku,,,,,,Female ,Gray ,Purple ,To Waist ,Teen ,No ,
Mai Takada,167cm,52kg,,,,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Umi Sugisaka,,,,,,Female ,Blue ,Black ,Past Waist ,Teen ,No ,
Tomoyo,,,,,,Female ,Black ,Black ,Past Waist ,Teen ,No ,
Sakuya Kazamatsuri,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Seina Katsura,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Ubune Tomizawa,,,,,,Female ,Brown ,Brown ,Past Waist ,Teen ,No ,
Moe Kanzaki,,,,,,Female ,Red ,Blue ,To Waist ,Teen ,No ,
Kokoro Tooyama,,,,,,Female ,Red ,Pink ,To Shoulders ,Teen ,No ,
Karin Odamaki,156cm,,,,,Female ,Pink ,Blonde ,To Chest ,Teen ,No ,
Kateriina,,,,,,Female ,Pink ,Pink ,Hair Up / Indeterminate ,Adult ,No ,
Exelica Cole,,,,,,Female ,Green ,Green ,To Waist ,Teen ,No ,
Wise Woman,,,,,,Female ,Brown ,Brown ,To Neck ,Adult ,No ,
Chieri Ono,,,,,,Female ,Red ,Blue / Green ,To Neck ,Teen ,No ,
Anastasia Hoshin,155cm,,,,,Female ,Blue / Green ,Purple ,To Chest ,Teen ,No ,
Elmeida,,,,,,Female ,Not Visible ,Black ,Past Waist ,Teen ,No ,
Zelshione,,,,,,Female ,Purple ,Purple ,Past Waist ,Adult ,No ,
Yuki Matsuno,,,,,,Female ,Yellow ,Blonde ,To Ears ,Adult ,No ,
Shizuru Kurata,,,,,,Female ,Brown ,Gray ,To Neck ,Teen ,No ,
Sen,,,,,,Female ,Yellow ,Gray ,To Shoulders ,Teen ,Animal ,
Okie Ibuse,,,,,,Female ,Brown ,Black ,To Ears ,Teen ,No ,
Aoi Mizushima,,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Mrs. Kamimori,,,,,,Female ,Not Visible ,Brown ,To Ears ,Adult ,No ,
Yutaka Yachigusa,,,,,,Female ,Purple ,Purple ,Past Waist ,Teen ,No ,
Airi Sena,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Mahiru Shirotae,,,,,,Female ,Red ,Brown ,To Chest ,Teen ,No ,
Naoe,165cm,,88cm,59cm,89cm,Female ,Purple ,Blue ,To Chest ,Adult ,No ,
Nerisu,,,,,,Female ,Purple ,Blue ,Past Waist ,Teen ,Elf ,
Charlotte Buetenfi...,,,,,,Female ,Purple ,Blonde ,To Shoulders ,Teen ,No ,
Yoshiko Itou,,,,,,Female ,Gray ,Gray ,To Chest ,Adult ,No ,
Khameleon,,,,,,Female ,White ,White ,To Shoulders ,Adult ,Unknown ,
Asuka Takanashi,,,,,,Female ,Purple ,Blonde ,To Neck ,Teen ,No ,
Himuro Mafuyu,,,,,,Female ,Green ,Black ,To Shoulders ,Teen ,No ,
Rin Horizoe,,,,,,Female ,Yellow ,Pink ,Past Waist ,Teen ,No ,
Risa Toudou,,,,,,Female ,Purple ,Purple ,To Neck ,Teen ,No ,
Rumi Kuzuha,,,,,,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Shizuka Kisaragi,,,,,,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Kokoro Ichigaya,,,,,,Female ,Red ,Pink ,To Waist ,Teen ,No ,
Mei Hirano,,,,,,Female ,Purple ,Brown ,To Shoulders ,Adult ,No ,
Sayaka Toono,,,,,,Female ,Green ,Pink ,To Chest ,Teen ,No ,
Judge ,,,,,,Female ,Black ,Black ,To Neck ,Adult ,No ,
Aqua Danchekka,,,,,,Female ,Green ,Blonde ,To Shoulders ,Adult ,No ,
Saya Andou,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Rifinbell,,,,,,Female ,Pink ,Pink ,To Shoulders ,Teen ,No ,
Ai Nogami,,,,,,Female ,Red ,Brown ,To Waist ,Teen ,No ,
PPSh-41,,,,,,Female ,Blue ,Blonde ,To Chest ,Teen ,No ,
INSAS,,,,,,Female ,Brown ,Black ,To Neck ,Adult ,No ,
Sashyane,,,,,,Female ,Green ,Blonde ,To Waist ,Teen ,No ,
Jaune Clafoutis,,,,,,Female ,Green ,Blonde ,To Neck ,Teen ,Animal ,
Touko Kokonoe,,,,,,Female ,Brown ,Black ,To Waist ,Adult ,No ,
Shizune Arima,,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
San Juan,,,,,,Female ,Yellow ,Blonde ,Past Waist ,Teen ,No ,
Utako Sakura,,,,,,Female ,Green ,Black ,To Shoulders ,Adult ,No ,
Hinako Mashima,168cm,58cm,92cm,61cm,90cm,Female ,Yellow ,Blonde ,To Shoulders ,Adult ,No ,
Sayuri Shirakawa,,,,,,Female ,Yellow ,Brown ,To Shoulders ,Teen ,No ,
Madoka Otowa ,,,,,,Female ,Black ,Black ,To Chest ,Teen ,No ,
Yuma,,,,,,Female ,Gray ,Gray ,To Shoulders ,Teen ,No ,
Inori Mamiya,163cm,,,,,Female ,Purple ,White ,Past Waist ,Teen ,No ,
Helen,,,,,,Female ,Red ,Blue ,To Shoulders ,Teen ,Horns ,
Kathi Lee,,,,,,Female ,Green ,Black ,To Neck ,Teen ,No ,
Corrector Ante,,,,,,Female ,Purple ,Green ,To Chest ,Adult ,No ,
Anastasia IV,,,,,,Female ,Blue ,Green ,To Waist ,Adult ,No ,
Rick Milliard,,,,,,Female ,Purple ,Purple ,To Ears ,Teen ,No ,
Leda,148cm,,92cm,57cm,80cm,Female ,Yellow ,Orange ,To Neck ,Teen ,No ,
Reiko Ichikawa,,,,,,Female ,Black ,Brown ,To Neck ,Teen ,No ,
Kurumi Kasuga,,,,,,Female ,Blue ,Purple ,To Chest ,Teen ,No ,
Pedra,,,,,,Female ,Blue ,Purple ,Past Waist ,Adult ,No ,
Miku Makino,,,83cm,56cm,82cm,Female ,Blue ,Blonde ,To Neck ,Teen ,No ,
Saburou,,,,,,Female ,Green ,Blue / Green ,Hair Up / Indeterminate ,Teen ,No ,
Fatima,,,,,,Female ,Purple ,White ,Hair Up / Indeterminate ,Adult ,No ,
Josephine,,,,,,Female ,Black ,Unknown ,Unknown ,Adult ,No ,
Yuubari,,,,,,Female ,Purple ,Pink ,To Chest ,Teen ,No ,
Zepar,,,,,,Female ,Blue / Green ,Blue ,To Waist ,Teen ,No ,
Kim,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Adult ,No ,
Hinako Hashimoto,,,,,,Female ,Black ,Brown ,To Shoulders ,Teen ,No ,
Noe Kisaragi,,,,,,Female ,Blue ,Black ,Past Waist ,Teen ,No ,
Minamo Kusumoto,,,,,,Female ,Green ,Green ,To Shoulders ,Teen ,No ,
Ayane Futaba,,,,,,Female ,Red ,Blonde ,To Chest ,Adult ,No ,
Yuu Nobara,156cm,,90cm,54cm,84cm,Female ,Red ,Red ,To Chest ,Teen ,No ,
Arisa Gokokuji,155cm,43kg,,,,Female ,Blue / Green ,White ,To Shoulders ,Teen ,No ,
Hibiki Itsukushima,,,,,,Female ,Yellow ,Red ,To Neck ,Teen ,No ,
Kazari Uiharu,,,,,,Female ,Brown ,Black ,To Neck ,Teen ,No ,
Ichika Shibukawa,,,,,,Female ,Red ,Purple ,To Waist ,Teen ,No ,
Mato Kuroi,155cm,,,,,Female ,Blue ,Black ,To Ears ,Teen ,No ,
Verdandi,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Shinmu Kazamatsuri,,,,,,Female ,Yellow ,Purple ,Past Waist ,Teen ,No ,
Queen Sharn,,,,,,Female ,Blue ,Purple ,To Chest ,Adult ,No ,
Mary Myers,,,,,,Female ,Blue ,Green ,To Shoulders ,Adult ,No ,
Miu Yasoshima,158cm,,85cm,54cm,95cm,Female ,Green ,Brown ,To Shoulders ,Teen ,No ,
Mistral,,,,,,Female ,Red ,Red ,To Neck ,Teen ,No ,
Mitsuki Konishi,,,,,,Female ,Blue ,Blonde ,To Chest ,Adult ,No ,
Kohane Azusawa,,,,,,Female ,Brown ,Blonde ,To Shoulders ,Teen ,No ,
Kurimia,,,,,,Female ,Purple ,Blonde ,To Neck ,Teen ,No ,
Hoshizukiyo Masamune,,,,,,Female ,Blue ,Gray ,To Chest ,Adult ,No ,
Yurako Somaki,,,,,,Female ,Black ,Black ,To Ears ,Teen ,No ,
Mikako Hazama,,,,,,Female ,Red ,Black ,To Shoulders ,Adult ,No ,
Hyurei,,,,,,Female ,Green ,Blue ,Past Waist ,Adult ,No ,
Himari Saiga,,,,,,Female ,Green ,Orange ,Past Waist ,Teen ,Animal ,
Rondo,,,,,,Female ,Purple ,Maroon ,To Chest ,Adult ,No ,
Naomi Shirokama,,,,,,Female ,Yellow ,Pink ,To Chest ,Teen ,No ,
Shirayuki Toujou,,,,,,Female ,Brown ,Purple ,Past Waist ,Teen ,No ,
Yui Yumita,,,,,,Female ,Green ,Blonde ,To Chest ,Teen ,No ,
Maria Marshe Sowauge,,,,,,Female ,Green ,Blue ,To Shoulders ,Teen ,No ,
Houri,,,,,,Female ,Pink ,Pink ,To Chest ,Teen ,No ,
Kaede Watarai,,,,,,Female ,Blue ,Blonde ,To Neck ,Teen ,No ,
Rina Amagi ,,,,,,Female ,Purple ,Brown ,To Chest ,Adult ,No ,
Sybil Reisz,,,,,,Female ,Black ,White ,To Chest ,Adult ,No ,
Arrietty,,,,,,Female ,Brown ,Orange ,To Neck ,Teen ,No ,
Akane Tooyama,,,,,,Female ,Purple ,Orange ,To Chest ,Teen ,No ,
Okami-san,,,,,,Female ,Brown ,Black ,Hair Up / Indeterminate ,Adult ,No ,
Shizuku Shishimaru,150cm,,,,,Female ,Blue ,Blue ,To Neck ,Teen ,No ,
Lalaparly Maddorna,,,,,,Female ,Yellow ,Purple ,To Chest ,Adult ,No ,
Evelika,,,,,,Female ,Black ,Blue ,To Neck ,Teen ,No ,
Chiharu Hawashima,,,,,,Female ,Blue ,Blue ,To Ears ,Teen ,No ,
Yulia Balache,,,,,,Female ,Blue ,Blonde ,To Waist ,Teen ,No ,
Meiyui,,,,,,Female ,Brown ,Maroon ,To Neck ,Adult ,No ,
Elencia,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Auntie,,,,,,Female ,Black ,Brown ,To Shoulders ,Adult ,No ,
Ayana,,,,,,Female ,Brown ,Purple ,To Ears ,Teen ,No ,
Riona Sakaki,,,,,,Female ,Purple ,Brown ,To Chest ,Teen ,No ,
Shizuka Yajima,171cm,,89cm,60cm,93cm,Female ,Pink ,Orange ,Past Waist ,Adult ,No ,
Amane Minaguchi,,,,,,Female ,Green ,Brown ,To Chest ,Adult ,No ,
Kyoko Asechi,,,,,,Female ,Red ,Maroon ,To Shoulders ,Adult ,No ,
Rui Akikaze,,,,,,Female ,Red ,Brown ,To Waist ,Teen ,No ,
Miki Makino,,,,,,Female ,Brown ,Blue ,To Neck ,Teen ,No ,
Kyure,,,,,,Female ,Red ,Purple ,Past Waist ,Adult ,No ,
Tsugumi Hattori,,,,,,Female ,Red ,Blue / Green ,Past Waist ,Teen ,No ,
Ayana Adachi,,,,,,Female ,Yellow ,Blue ,To Waist ,Adult ,No ,
Icarus,,,,,,Female ,Blue ,Blonde ,Past Waist ,Adult ,No ,
Apricot the Lich,155cm,45kg,,,,Female ,Green ,Blue / Green ,To Chest ,Adult ,Elf ,
Lerato Food,,,,,,Female ,Brown ,Black ,To Shoulders ,Teen ,No ,
Saya Murasaki,159cm,47kg,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Shinobu Kamizono,,,,,,Female ,Blue ,Black ,To Waist ,Teen ,No ,
Inori,,,,,,Female ,Orange ,Pink ,To Chest ,Adult ,No ,
Midori Minagaki,,,,,,Female ,Green ,Orange ,To Shoulders ,Teen ,No ,
Bidenty,,,,,,Female ,Brown ,Brown ,Past Waist ,Teen ,No ,
Carla Sylvia Quinb...,,,,,,Female ,Pink ,Pink ,To Waist ,Teen ,No ,
Zan Gongsun,,,,,,Female ,Gray ,Purple ,To Waist ,Adult ,No ,
Amy Firstwing,,,,,,Female ,Blue ,Blonde ,To Neck ,Teen ,No ,
Shiga,,,,,,Female ,Yellow ,Brown ,Past Waist ,Teen ,No ,
Yuko Mitsurugi,,,,,,Female ,Purple ,Black ,Past Waist ,Teen ,No ,
Luna Dore Asano,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Haruka Fujimino,,,,,,Female ,Blue / Green ,Blonde ,To Neck ,Teen ,No ,
Izumi Nanase,,,,,,Female ,Gray ,Blue ,Past Waist ,Teen ,No ,
Harlene,,,,,,Female ,Blue ,Blonde ,To Chest ,Adult ,No ,
Kaname Akizuki,,,,,,Female ,Purple ,Black ,To Waist ,Teen ,No ,
Natsume Awaji,,,78cm,56cm,82cm,Female ,Pink ,Blonde ,To Shoulders ,Teen ,No ,
Izumi Okawara,,,82cm,59cm,83cm,Female ,Red ,Black ,To Chest ,Teen ,No ,
Natsuki Mizuno,,,,,,Female ,Red ,Red ,To Neck ,Teen ,No ,
Erina,,,,,,Female ,Pink ,Blue ,To Waist ,Adult ,No ,
Asahi Kokura,,,,,,Female ,Purple ,Blue ,To Waist ,Teen ,No ,
Kureha Toki,,,,,,Female ,Green ,Blue / Green ,To Waist ,Teen ,No ,
Manami Naruse,,,92cm,56cm,90cm,Female ,Green ,Blonde ,Past Waist ,Teen ,No ,
Sabina Fardin,,,,,,Female ,Yellow ,Purple ,To Shoulders ,Adult ,No ,
Leona Stroop,,,,,,Female ,Blue ,Brown ,To Shoulders ,Teen ,No ,
Roze Brightenleitner,,,,,,Female ,Black ,Brown ,To Chest ,Adult ,No ,
Niki Himeno,,,,,,Female ,Yellow ,Red ,To Shoulders ,Teen ,No ,
Chisa Sasuga,,,,,,Female ,Purple ,Pink ,To Neck ,Teen ,No ,
Ina,,,,,,Female ,Purple ,Blue ,Past Waist ,Adult ,No ,
Tokiko Yamana ,,,,,,Female ,Brown ,Green ,Past Waist ,Adult ,No ,
Nina Williams,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Adult ,No ,
Chitose Karasuma,157cm,,,,,Female ,Blue / Green ,Blue ,Past Waist ,Teen ,No ,
Koume,,,,,,Female ,Brown ,Blonde ,To Chest ,Teen ,No ,
Hina Atsumi,,,,,,Female ,Purple ,Gray ,Past Waist ,Teen ,No ,
Arecia Al-Rashia,,,,,,Female ,Brown ,Black ,To Shoulders ,Adult ,No ,
Threia Hazelgrimm,,,,,,Female ,Green ,Gray ,To Waist ,Adult ,No ,
Melilot,,,,,,Female ,Red ,Purple ,To Neck ,Teen ,No ,
Kirara Orikawa,,,,,,Female ,Pink ,Blonde ,To Waist ,Teen ,No ,
Sara Saehata,,,,,,Female ,Orange ,Brown ,Past Waist ,Adult ,No ,
Kasumi Narita,,,,,,Female ,Green ,Green ,Past Waist ,Teen ,No ,
Wien / Mana Blue,,,,,,Female ,Blue ,Blue ,Past Waist ,Teen ,No ,
Mayoi Suzune,,,,,,Female ,Blue ,Purple ,To Shoulders ,Teen ,Animal ,
Medogi Rindou,,,,,,Female ,Purple ,White ,Past Waist ,Adult ,No ,
Ageha,,,,,,Female ,Red ,Blonde ,To Chest ,Teen ,No ,
Ruri Moriya,,,,,,Female ,Green ,White ,Past Waist ,Teen ,No ,
Seles,,,,,,Female ,Purple ,White ,Past Waist ,Adult ,No ,
Isami Sakakibara,,,,,,Female ,Gray ,Gray ,To Shoulders ,Teen ,No ,
Matsuri Tsunami,,,,,,Female ,Blue ,Blue ,To Shoulders ,Teen ,No ,
Chiaki Shima,,,,,,Female ,Red ,Red ,To Shoulders ,Teen ,No ,
Tiaki,,,,,,Female ,Yellow ,Pink ,To Neck ,Teen ,Animal ,
Lilli,,,,,,Female ,Purple ,Pink ,To Neck ,Adult ,No ,
Pyuatei,,,,,,Female ,Green ,Purple ,Past Waist ,Teen ,No ,
Nanami Hosaka,,,,,,Female ,Brown ,Brown ,Past Waist ,Teen ,No ,
Wakaba Tatsumi,,,,,,Female ,Brown ,Brown ,To Shoulders ,Teen ,No ,
Yukiko Kagura,,,,,,Female ,Yellow ,Purple ,To Chest ,Adult ,No ,
Kaguya Katsura,,,,,,Female ,Green ,Blue ,To Waist ,Teen ,No ,
Asuka Yukino,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Momoko Ootani,,,,,,Female ,Brown ,Brown ,To Chest ,Adult ,No ,
Fiine,,,,,,Female ,Brown ,Red ,To Waist ,Teen ,No ,
Riako Mihara,164cm,45kg,89cm,59cm,83cm,Female ,Pink ,Pink ,Past Waist ,Teen ,No ,
Miss Swan,,,,,,Female ,Yellow ,White ,To Ears ,Teen ,No ,
Matia Machiya,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
Natsumi Aibara,157cm,,,,,Female ,Orange ,Orange ,To Chest ,Teen ,No ,
Kana Kazuki,,,,,,Female ,Green ,Blonde ,To Waist ,Teen ,No ,
Rigel,,,,,,Female ,Blue ,Blonde ,Past Waist ,Teen ,No ,
Manato Onozato,,,,,,Female ,Blue / Green ,Blonde ,To Shoulders ,Teen ,No ,
Mikumo Ouji,,,,,,Female ,Blue ,Blonde ,To Shoulders ,Teen ,No ,
Mitsuna Hizuki,,,,,,Female ,Brown ,Brown ,To Waist ,Teen ,No ,
Rurumo Maji Mojiruka,,,,,,Female ,Red ,Blue ,To Neck ,Teen ,No ,
Haruka Nanamachi,,,,,,Female ,Red ,Green ,To Shoulders ,Adult ,No ,
Koori Tamachi,,,,,,Female ,Brown ,Brown ,To Neck ,Teen ,No ,
Sun Seto,,,,,,Female ,Brown ,Blonde ,Past Waist ,Teen ,No ,
Ruki Yoshino,,,,,,Female ,Gray ,Gray ,To Neck ,Adult ,No ,
Yuka Hagawa,,,,,,Female ,Blue ,Orange ,To Neck ,Teen ,No ,
Marina Sawada,166cm,47kg,87cm,57cm,87cm,Female ,Brown ,Brown ,To Shoulders ,Adult ,No ,
Wakana Hirata,,,,,,Female ,Purple ,Purple ,To Chest ,Adult ,No ,
Noa Oosone,,,,,,Female ,Blue ,Brown ,To Waist ,Teen ,No ,
Tokiwa Kamikizaki,,,,,,Female ,Blue ,Blue ,To Waist ,Teen ,No ,
